rune,head,Serial,familiar,body,background,prop,token_id,numTraits,image,name
,Durm and Strang,1653,,Green Lined Coveralls,Black,Cannabis Potion,1653,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1653.png,Alchemist Talbot of the River
,Swashbuckler,1654,,Blue Big Buckle,Black,Bag of Tricks,1654,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1654.png,Battle Mage Cassius of the Forest
,Professor,1655,,Orange Hip Scarf ,Blue,Bag of Tricks,1655,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1655.png, Zelroth of the Temple
Rune of Brass,Dream Master,1656,Golden Toad,Blue Coveralls,Blue,Phoenix Feather,1656,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1656.png,Shaman Jameel of the Hollow
Rune of Fire,Swashbuckler,1657,Plague Rat,Green Lined Coveralls,Blue,Ruby Staff,1657,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1657.png,Battle Mage Caligula of the Hills
Rune of Jupiter,Charmer,1658,Fox Trickster,Rose Yoga,Green,Eternal Rose,1658,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1658.png,Enchanter Althea of the Plains
Rune of Infinity,Medicine Man,1659,Red Mamba,Brown Coveralls,Blue,Ether Staff,1659,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1659.png,Battlemage Homer of the Marsh
Rune of Down,Green Wizard,1660,Blue Rat,Blue Big Buckle,Black,Kelpie's Fury: the Water Spell,1660,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1660.png,Archmagus Jeldor of the Marsh
Rune of Neptune,Coven Sister,1661,Forever Bat,Purple Yoga ,Green,Garnet Staff,1661,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1661.png,Enchanter Layla of the Riviera
Rune of Fire,Empress,1662,Emerald Slime,Red Hip Pouch,Green,Hobgoblin's Flame: the Wayward Spell,1662,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1662.png,Cryptomancer Celeste of the Brambles
Rune of Jupiter,Wild Woman,1663,Giant Ladybug,Red Coveralls,Blue,Dragon Fireworks,1663,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1663.png,Witch Liliana of the Grotto
Rune of Brimstone,Stranger,1664,Merlin's Monkey,Green Scholar,Black,Fairy Glamour: the Dazzle Spell,1664,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1664.png,Conjurer Sahir of the Mount
,Botanic Master,1665,Plague Rat,Blue Hip Pouch,Blue,Zephyr's Laugh: the Wind Spell,1665,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1665.png,Aeromancer Sondra of the Forest
Rune of Steel,Flaming Skull,1666,Sapphire Slime,Desert Wear,Black,Phosphorus Spear,1666,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1666.png,Chaos Mage Charlord of the Sands
,Kobold,1667,,Tundra Wear,Blue,Green Mushroom,1667,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1667.png,Magus  of the Cold
,Dream Master,1668,,Jester Diamonds,Blue,Bag of Tricks,1668,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1668.png,Sorcerer Kamil of the Keep
,Trickster,1669,Sun Cat,Poncho,Black,Caduceus,1669,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1669.png,Adept Nazim of the Oasis
Rune of Lime,Flaming Skull,1670,Lucky Black Cat,Two Tone Fringe,Blue,Salamander's Tongue: the Fire Spell,1670,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1670.png,Pyromancer Azar of the Hills
,Wooden Boy,1671,,Red Suit,Blue,Candle of Intuition,1671,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1671.png,Artificer Twitch of the Tundra
Rune of Mercury,Astral Arcanist,1672,Merlin's Monkey,Swashbuckling Gear,Red,Cannabis Potion,1672,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1672.png,Alchemist David of the Great Blue
Rune of Brimstone,Hunter,1673,Golden Toad,Blue Lined Coveralls ,Green,Passion Potion,1673,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1673.png,Alchemist Axis of the Field
,Swamp Witch,1674,Swamp Bullfrog,Blue Coveralls,Green,Mandrake Potion,1674,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1674.png,Alchemist Delilah of the Valley
Rune of Air,Red Wizard,1675,Emerald Slime,Two Tone Fringe,Blue,Cannabis Potion,1675,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1675.png,Archmagus Crowley of the Reach
Rune of Neptune,Wild Woman,1676,Red Mamba,Double Sash,Green,Eternal Rose,1676,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1676.png,Witch Gwendolin of the Oasis
Rune of Neptune,Mambo,1677,Lucky Black Cat,Gold Chain,Blue,Ruby Staff,1677,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1677.png,Shaman Galatea of El Dorado
,Swashbuckler,1678,,Cosmic Cardigan,Blue,The Bone Stave,1678,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1678.png,Shadow Mage Hagar of the Psychic Leap
Rune of Water,Wooden Boy,1679,Fox Trickster,Orange Caped Traveller,Black,Caduceus,1679,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1679.png,Shaman Corky of the Grotto
,Purple Wizard,1680,,Orange Scholar,Black,Egg of Unknown Beast,1680,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1680.png,Arch-Magician Aleister of the Bibliotheca
Rune of Water,Green Wizard,1681,Dirt Rabbit,Grey Tunic,Black,Ether Staff,1681,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1681.png,Archmagus Zubin of the Havens
,Imp,1682,,Green Caped Traveller,Blue,,1682,4,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1682.png,Wizard Trollin of the Steppe
Rune of Sun,Arcadian Master,1683,Lucky Black Cat,Swashbuckling Gear,Red,Siren's Harp,1683,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1683.png,Bard Celah of Atlantis
,Kempo,1684,Green Asp,Swashbuckling Gear,Green,Astral Potion,1684,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1684.png,Alchemist Yan of the Sea
,Botanic Master,1685,Green Asp,Spandex  Green,Black,Courage Staff,1685,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1685.png,Magus Galatea of the Heath
,Wooden Boy,1686,Swamp Bullfrog,Blue Elven Cloak,Blue,Cannabis Potion,1686,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1686.png,Artificer Benito of the Thorn
,Seer,1687,,Green Coveralls,Black,Joy Staff,1687,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1687.png,Arch-Magician Lumos of the Wood
,Anuran,1688,,Red Coveralls,Black,Siren's Bell,1688,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1688.png,Bard Duzzle of the River
,Durm and Strang,1689,,White Coveralls,Black,Emerald Staff,1689,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1689.png,Battle Mage Robert of the Moors
Rune of Venus,Eastern Arcanist,1690,Bliss Cat,Formal Suit,Blue,Isaac's Apple,1690,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1690.png,Illusionist Milo of the Keep
Rune of Jupiter,Red Priestess,1691,Swamp Bullfrog,Rose Yoga,Black,Passion Potion,1691,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1691.png, Faye of the Heath
,Djinn,1692,,Tech Coat,Black,Jinx Staff,1692,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1692.png,Archmagus Uday of the Havens
Rune of Air,Stranger,1693,Dirt Rabbit,Vest Green,Green,Ether Staff,1693,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1693.png,Sorcerer Nassif of the Hollow
,Polar Shapeshifter,1694,Dirt Rabbit,White Wraith,Green,Phoenix Feather,1694,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1694.png,Battle Mage Dutorn from the Shadow
,Kempo,1695,,Green Coveralls,Black,Candle of Intuition,1695,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1695.png,Arcanist Shi of the Heath
Rune of Lime,Animist,1696,Golden Toad,Aristocrat Green,Green,Solar Staff,1696,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1696.png,Battle Mage Danny of El Dorado
Rune of Earth,Kobold,1697,Merlin's Monkey,Jester Diamonds,Blue,Fairy Glamour: the Dazzle Spell,1697,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1697.png,Illusionist Peppy 
Rune of Uranus,Red Priestess,1698,Bliss Cat,Banded Overall,Blue,Emerald Staff,1698,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1698.png,Enchanter Faye of the Cosmos
Rune of Saturn,Dark Sister,1699,Lucky Black Cat,Spandex  Dark,Green,Astral Potion,1699,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1699.png,Enchanter Sondra of the Field
Rune of Water,Canaanite,1700,Dirt Rabbit,Orange Hip Scarf ,Red,A dumb stick...,1700,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1700.png,Hedge Wizard Asmodeus of the Tower
,Sandman,1701,,Cosmic Cardigan,Black,Dragon Fireworks,1701,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1701.png,Magus Ixar of the Gnostics
Rune of Brass,Polar Shapeshifter,1702,Psychic Rabbit,White Tunic,Black,Grim Reaper's Breath: the Death Spell,1702,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1702.png,Ghost Eater Ulysse of the Ether
,Anuran,1703,,Yellow Cleric,Black,Thor's Wrath: the Lightning Spell,1703,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1703.png,Electromancer Gully of the Obelisk
,Death Eater,1704,,Robe of Shadow,Black,Stellar Staff,1704,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1704.png,Ghost Eater Diabolos of Tartarus
,Myrddin,1705,,Green Lined Coveralls,Blue,Sphinx's Hourglass,1705,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1705.png,Archmagus Oberon of the Hills
Rune of Jupiter,Myrddin,1706,Emerald Slime,Yellow Elven Cloak,Green,Eternal Rose,1706,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1706.png,Archmagus Amir of the Circle
Rune of Pluto,Lycanthrope,1707,Bliss Cat,White Wraith,Blue,A dumb stick...,1707,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1707.png,Battle Mage Brutus of the Morning Star
,Lycanthrope,1708,,Formal Suit,Black,Sphinx's Hourglass,1708,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1708.png,Chronomancer Atlas of the Bastion
Rune of Venus,Enchantress,1709,Red Mamba,Spandex  Green,Blue,Gorgon's Eye,1709,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1709.png,Summoner Circe of the Mountain
Rune of Steel,Flaming Skull,1710,Red Mamba,Yellow Cleric,Black,Chaos Staff,1710,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1710.png,Shaman Hellspawn of the Havens
,Anuran,1711,,Aristocrat Blue,Black,The Orb Staff,1711,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1711.png,Magus Koop of El Dorado
,Eastern Arcanist,1712,Emerald Slime,Blue Elven Cloak,Blue,Fairy Glamour: the Dazzle Spell,1712,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1712.png,Arch-Magician Aleister of the Fey
,Astrologer,1713,Albino Rat,White Wraith,Black,Sphinx's Hourglass,1713,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1713.png,Sorcerer Crowley of Tartarus
Rune of Sun,Djinn,1714,Psychic Rabbit,White Wraith,Green,Lunar Staff,1714,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1714.png,Arcanist Qaid of Tartarus
,Creol,1715,,Shoulder Cape Red,Black,Key of the 7th Realm,1715,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1715.png,Voodoo Priest Louis of the Keep
Rune of Lime,Vamp,1716,Ember Frog,Robe of Shadow,Blue,Salamander's Tongue: the Fire Spell,1716,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1716.png,Chaos Mage Tabitha of the Morning Star
,Mambo,1717,Forever Bat,Purple Yoga ,Blue,Chaos Staff,1717,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1717.png,Arch-Magician Victoria of the Field
Rune of Neptune,Strongman,1718,Sun Cat,Purple Harem Pants,Black,Bag of Tricks,1718,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1718.png,Battle Mage Gunthor of the Oasis
Rune of Down,Botanic Master,1719,Giant Ladybug,Spandex  Green,Red,Astral Potion,1719,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1719.png, Astrid of the Wold
Rune of Brimstone,Death Eater,1720,Forever Bat,White Tunic,Blue,Soul Harvester,1720,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1720.png,Necromancer Voidoth of the Psychic Leap
Rune of Fire,Crone,1721,Forever Bat,Banded Overall,Green,Nightshade Potion,1721,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1721.png,Alchemist Sabina of the Ether
Rune of Mercury,Mambo,1722,Lucky Black Cat,Purple Yoga ,Blue,Candle of Intuition,1722,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1722.png,Enchanter Cassiopeia of the Brambles
,Imp,1723,Swamp Bullfrog,Green Scholar,Black,Hobgoblin's Flame: the Wayward Spell,1723,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1723.png,Diabolist Jig of the Mount
,Bard,1724,,Green Caped Traveller,Black,Joy Staff,1724,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1724.png,Archmagus Adium of the Moors
,Anuran,1725,,Green Hip Scarf,Black,Siren's Bell,1725,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1725.png,Spellsinger Koop of the Mount
,Astral Arcanist,1726,Onyx Wolf,Orange Harem Pants,Black,Key of the 7th Realm,1726,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1726.png,Archmagus Alessar of the Desert
,Durm and Strang,1727,Emerald Slime,Red Coveralls,Blue,Prometheus's Torch,1727,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1727.png,Sage Ulysse of the Forest
Rune of Lime,Trickster,1728,Sun Cat,Desert Wear,Red,Ether Staff,1728,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1728.png,Clairvoyant Nadeem of the Palms
,Labyrinthian,1729,,Shoulder Cape Green,Black,Bag of Tricks,1729,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1729.png, Aleister of the Tower
Rune of Steel,Kabuki ,1730,Bliss Cat,Wicker Wear,Black,Ace in the Hole,1730,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1730.png,Clairvoyant Aiko of the Plains
,Witch,1731,Topaz Slime,Brown Tunic,Black,Siren's Bell,1731,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1731.png,Witch Sabina of the Event Horizon
,Corvid,1732,Red Mamba,Tech Coat,Black,Key of the 7th Realm,1732,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1732.png,Artificer Magpie of the Gnostics
Rune of Venus,Strongman,1733,Crackerjack Crow,Blue Big Buckle,Black,Red Mushroom,1733,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1733.png,Magus Thor of the Hollow
,Professor,1734,,Yellow Cleric,Black,Sphinx's Hourglass,1734,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1734.png, Alatar of Avalon
,Wooden Boy,1735,Sapphire Slime,Blue Elven Cloak,Blue,Caduceus,1735,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1735.png,Adept Toby of the Circle
Rune of Brimstone,Kelt,1736,Crackerjack Crow,Red Suit,Green,A dumb stick...,1736,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1736.png,Shaman Otto of the Tundra
Rune of Fire,Professor,1737,Crackerjack Crow,Red Suit,Blue,Siren's Bell,1737,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1737.png,Bard Azahl of the Tundra
Rune of Earth,"Master of Wood, Water, and Hill",1738,Emerald Slime,Yellow Elven Cloak,Black,Hobgoblin's Flame: the Wayward Spell,1738,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1738.png,Diabolist Borak of the Woodlands
,Enchantress,1739,Field Dog,Robe of Shadow,Red,Garnet Staff,1739,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1739.png,Artificer Beyna of the Morning Star
Rune of Down,Scholar,1740,Psychic Rabbit,Overcoat,Blue,A Big Magic Stick,1740,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1740.png,Sorcerer David of the Wood
Rune of Up Only,Fortune Seeker,1741,Bliss Cat,Brown Harem Pants,Red,Ace in the Hole,1741,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1741.png,Fortune Teller Apollo of the Desert
,Man Behind the Curtain,1742,,Green Big Buckle,Blue,Shaman's Peyote,1742,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1742.png,Druid Soya of the Grotto
Rune of Water,Dark Sister,1743,Lucky Black Cat,Rose Yoga,Blue,Lucky Horseshoe,1743,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1743.png,Hedge Wizard Calista of the Steppe
Rune of Water,Astral Arcanist,1744,Ember Frog,Ice Robe,Green,Crystal Ball,1744,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1744.png,Scryer Nikolas of the Astral Plane
Rune of Venus,Hue Master,1745,Ember Frog,Red Cleric,Red,Candle of Intuition,1745,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1745.png,Arcanist Rainman of Elysium
,Woodland Shapeshifter,1746,Crackerjack Crow,Orange Scholar,Black,Goblet of Immortality,1746,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1746.png,Battle Mage Hothor of Avalon
Rune of Venus,Dark Sister,1747,Sapphire Slime,Blue Hip Pouch,Black,The Orb Staff,1747,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1747.png,Enchanter Sondra of the Riviera
Rune of Omega,Hunter,1748,Crackerjack Crow,Overcoat,Black,Solar Staff,1748,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1748.png,Archmagus Umber of the Hollow
Rune of Uranus,Swamp Witch,1749,Golden Toad,Blue Hip Pouch,Blue,Thor's Wrath: the Lightning Spell,1749,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1749.png,Electromancer Drusilla of the Hills
Rune of Venus,Wild Woman,1750,Forever Bat,Purple Cloak,Red,Chaos Staff,1750,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1750.png,Witch Drusilla of the Field
Rune of Venus,Shaolin,1751,Crackerjack Crow,Tech Coat,Blue,Wizard's Pipe,1751,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1751.png,Adept Jianyu of the Ether
Rune of Water,Coven Sister,1752,Ember Frog,Spandex  Green,Red,Mystic Ice Cream,1752,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1752.png,Hedge Wizard Circe of the Road
Rune of Steel,Witch,1753,Blue Rat,Blue Hip Pouch,Blue,Gorgon's Eye,1753,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1753.png,Ghost Eater Imeena of the Plains
Rune of Jupiter,Wooden Boy,1754,Fox Trickster,Vest Green,Blue,Prometheus's Torch,1754,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1754.png,Hex Mage Jasper of the Road
,Dream Master,1755,,Green Scholar,Black,Prometheus's Torch,1755,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1755.png,Sorcerer Jahid of the Valley
,Eastern Arcanist,1756,Green Asp,Brown Tunic,Green,,1756,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1756.png,Sorcerer Cairon of the Astral Plane
Rune of Air,Animist,1757,Golden Toad,Aristocrat Green,Black,Thor's Wrath: the Lightning Spell,1757,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1757.png,Battle Mage Ethan of the Hall
Rune of Brass,Astral Arcanist,1758,Psychic Rabbit,Yellow Cleric,Black,Caduceus,1758,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1758.png,Arcanist Amir of the Mist
Rune of Neptune,Floral Master,1759,Topaz Slime,Yellow Elven Cloak,Black,Mandrake Potion,1759,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1759.png,Charmer Beyna of Cuckoo Land
Rune of Mars,Scholar,1760,Crackerjack Crow,Tech Coat,Blue,Grim Reaper's Breath: the Death Spell,1760,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/1760.png,Shadow Mage Soya of the Cosmos
